pedido_id,cliente_id,fecha_pedido,fecha_entrega,estado,canal,metodo_pago,pais_envio,total_bruto,descuento_pct,total_neto,data_owner,clasificacion_dato
PED-000377,CLI-00135,2023-09-30,2023-10-05,entregado,tienda_fisica,PSE,Perú,1523797.35,0.11,1356179.64,ventas@retailtech.co,interno
PED-000378,CLI-00265,2023-05-30,,enviado,mobile,efectivo,Argentina,3417045.37,0.0,3417045.37,ventas@retailtech.co,interno
PED-000379,CLI-00234,2024-04-14,2024-04-16,entregado,mobile,transferencia,Ecuador,487887.15,0.0,487887.15,ventas@retailtech.co,interno
PED-000380,CLI-00145,2024-09-03,2024-09-08,entregado,marketplace,efectivo,Argentina,1960574.91,0.0,1960574.91,ventas@retailtech.co,interno
PED-000381,CLI-00184,2024-09-04,2024-09-16,devuelto,marketplace,efectivo,México,906457.67,0.01,897393.09,ventas@retailtech.co,interno
PED-000382,CLI-00204,2024-07-26,2024-07-27,devuelto,marketplace,PSE,Colombia,929513.49,0.0,929513.49,ventas@retailtech.co,interno
PED-000383,CLI-00079,2024-06-27,2024-07-04,entregado,marketplace,efectivo,Ecuador,431026.15,0.0,431026.15,ventas@retailtech.co,interno
PED-000384,CLI-00191,2024-03-16,2024-03-21,entregado,marketplace,PSE,Chile,2907822.4,0.08,2675196.61,ventas@retailtech.co,interno
PED-000385,CLI-00260,2024-05-18,2024-05-31,entregado,web,PSE,México,3231913.49,0.17,2682488.2,ventas@retailtech.co,interno
PED-000386,CLI-00258,2023-07-07,,enviado,web,transferencia,Colombia,929278.27,0.0,929278.27,ventas@retailtech.co,interno
PED-000387,CLI-00091,2024-12-27,2025-01-05,entregado,web,efectivo,Colombia,1738135.21,0.0,1738135.21,ventas@retailtech.co,interno
PED-000388,CLI-00132,2023-10-18,2023-10-21,entregado,web,credito_tienda,Argentina,2883436.85,0.22,2249080.74,ventas@retailtech.co,interno
PED-000389,CLI-00199,2023-03-20,,enviado,web,efectivo,Ecuador,1755934.95,0.0,1755934.95,ventas@retailtech.co,interno
PED-000390,CLI-00196,2023-05-05,2023-05-12,devuelto,mobile,tarjeta_credito,Colombia,3253790.84,0.0,3253790.84,ventas@retailtech.co,interno
PED-000391,CLI-00004,2024-12-25,2025-01-05,entregado,tienda_fisica,tarjeta_credito,Ecuador,2208539.67,0.0,2208539.67,ventas@retailtech.co,interno
PED-000392,CLI-00080,2024-04-08,2024-04-14,entregado,mobile,tarjeta_credito,Ecuador,3176402.32,0.3,2223481.62,ventas@retailtech.co,interno
PED-000393,CLI-00235,2023-02-26,2023-03-10,entregado,tienda_fisica,PSE,México,3332853.16,0.0,3332853.16,ventas@retailtech.co,interno
PED-000394,CLI-00237,2024-02-13,2024-02-15,devuelto,tienda_fisica,PSE,Colombia,748574.02,0.0,748574.02,ventas@retailtech.co,interno
PED-000395,CLI-00060,2024-03-18,2024-03-30,entregado,tienda_fisica,credito_tienda,México,2405242.75,0.09,2188770.9,ventas@retailtech.co,interno
PED-000396,CLI-00248,2024-02-02,2024-02-10,entregado,tienda_fisica,credito_tienda,México,2111184.1,0.0,2111184.1,ventas@retailtech.co,interno
PED-000397,CLI-00139,2024-03-12,2024-03-14,entregado,mobile,transferencia,Argentina,1212563.34,0.0,1212563.34,ventas@retailtech.co,interno
PED-000398,CLI-00282,2024-06-21,2024-06-23,entregado,tienda_fisica,PSE,México,1544810.43,0.0,1544810.43,ventas@retailtech.co,interno
PED-000399,CLI-00050,2023-11-04,2023-11-18,entregado,web,credito_tienda,Colombia,1511368.03,0.0,1511368.03,ventas@retailtech.co,interno
PED-000400,CLI-00212,2024-02-27,2024-02-29,entregado,tienda_fisica,credito_tienda,Colombia,2528077.25,0.0,2528077.25,ventas@retailtech.co,interno
PED-000401,CLI-00030,2023-01-17,2023-01-19,entregado,web,transferencia,Ecuador,2756965.4,0.14,2370990.24,ventas@retailtech.co,interno
PED-000402,CLI-00163,2024-08-24,2024-09-05,entregado,tienda_fisica,PSE,México,2354153.04,0.0,2354153.04,ventas@retailtech.co,interno
PED-000403,CLI-00013,2024-09-10,,enviado,web,transferencia,Colombia,2365095.45,0.0,2365095.45,ventas@retailtech.co,interno
PED-000404,CLI-00287,2024-11-02,,pendiente,tienda_fisica,credito_tienda,Argentina,2429026.65,0.0,2429026.65,ventas@retailtech.co,interno
PED-000405,CLI-00117,2024-11-20,2024-12-02,entregado,web,tarjeta_credito,Ecuador,329532.08,0.24,250444.38,ventas@retailtech.co,interno
PED-000406,CLI-00117,2023-01-28,2023-02-01,devuelto,web,efectivo,Perú,529410.81,0.0,529410.81,ventas@retailtech.co,interno
PED-000407,CLI-00262,2024-03-08,,enviado,marketplace,transferencia,Colombia,602216.59,0.0,602216.59,ventas@retailtech.co,interno
PED-000408,CLI-00231,2024-08-22,,cancelado,web,efectivo,Colombia,1049539.14,0.0,1049539.14,ventas@retailtech.co,interno
PED-000409,CLI-00178,2024-12-31,,enviado,web,transferencia,Perú,1469508.52,0.0,1469508.52,ventas@retailtech.co,interno
PED-000410,CLI-00040,2024-08-28,2024-09-09,entregado,web,transferencia,Argentina,2862995.1,0.2,2290396.08,ventas@retailtech.co,interno
PED-000411,CLI-00208,2023-03-07,2023-03-12,entregado,marketplace,transferencia,Colombia,1669849.45,0.13,1452769.02,ventas@retailtech.co,interno
PED-000412,CLI-00204,2023-07-16,,enviado,marketplace,PSE,Chile,1547434.64,0.0,1547434.64,ventas@retailtech.co,interno
PED-000413,CLI-00098,2024-02-04,2024-02-11,entregado,mobile,efectivo,Ecuador,2577681.6,0.2,2062145.28,ventas@retailtech.co,interno
PED-000414,CLI-00062,2024-11-14,2024-11-22,entregado,marketplace,transferencia,Chile,718207.67,0.0,718207.67,ventas@retailtech.co,interno
PED-000415,CLI-00106,2024-07-24,2024-07-25,entregado,web,tarjeta_credito,Chile,931307.83,0.11,828863.97,ventas@retailtech.co,interno
PED-000416,CLI-00205,2024-09-24,2024-09-28,entregado,tienda_fisica,tarjeta_credito,Argentina,803732.34,0.0,803732.34,ventas@retailtech.co,interno
PED-000417,CLI-00259,2023-06-04,2023-06-18,entregado,marketplace,tarjeta_credito,Colombia,2351463.47,0.15,1998743.95,ventas@retailtech.co,interno
PED-000418,CLI-00102,2024-09-16,2024-09-29,entregado,web,PSE,Chile,1979593.21,0.03,1920205.41,ventas@retailtech.co,interno
PED-000419,CLI-00094,2023-10-27,,enviado,tienda_fisica,efectivo,México,1756908.73,0.23,1352819.72,ventas@retailtech.co,interno
PED-000420,CLI-00152,2023-07-26,,enviado,marketplace,efectivo,Chile,1469730.69,0.0,1469730.69,ventas@retailtech.co,interno
PED-000421,CLI-00152,2023-03-29,2023-04-03,entregado,mobile,credito_tienda,Perú,2648087.11,0.0,2648087.11,ventas@retailtech.co,interno
PED-000422,CLI-00216,2023-05-22,2023-06-04,entregado,web,transferencia,México,3215119.7,0.0,3215119.7,ventas@retailtech.co,interno
PED-000423,CLI-00101,2024-06-13,2024-06-15,entregado,marketplace,tarjeta_credito,Perú,1118945.89,0.0,1118945.89,ventas@retailtech.co,interno
PED-000424,CLI-00181,2024-11-07,2024-11-22,entregado,marketplace,transferencia,Ecuador,225889.16,0.27,164899.09,ventas@retailtech.co,interno
PED-000425,CLI-00091,2023-11-08,2023-11-20,entregado,marketplace,transferencia,Ecuador,52460.26,0.27,38295.99,ventas@retailtech.co,interno
PED-000426,CLI-00238,2024-07-11,2024-07-21,entregado,mobile,efectivo,Colombia,2448711.61,0.2,1958969.29,ventas@retailtech.co,interno
PED-000427,CLI-00175,2023-12-09,,pendiente,mobile,tarjeta_credito,Argentina,2523109.88,0.0,2523109.88,ventas@retailtech.co,interno
PED-000428,CLI-00160,2024-06-17,2024-06-23,entregado,mobile,efectivo,Ecuador,121922.01,0.05,115825.91,ventas@retailtech.co,interno
PED-000429,CLI-00077,2024-06-01,2024-06-03,entregado,web,tarjeta_credito,Perú,927653.69,0.25,695740.27,ventas@retailtech.co,interno
PED-000430,CLI-00144,2023-01-06,2023-01-14,entregado,tienda_fisica,efectivo,Chile,845438.21,0.0,845438.21,ventas@retailtech.co,interno
PED-000431,CLI-00064,2024-08-09,2024-08-20,entregado,tienda_fisica,credito_tienda,Argentina,1337388.39,0.0,1337388.39,ventas@retailtech.co,interno
PED-000432,CLI-00241,2024-01-05,,enviado,web,tarjeta_credito,Colombia,534272.56,0.0,534272.56,ventas@retailtech.co,interno
PED-000433,CLI-00237,2023-05-14,2023-05-22,entregado,marketplace,efectivo,Argentina,296302.61,0.0,296302.61,ventas@retailtech.co,interno
PED-000434,CLI-00099,2024-03-09,2024-03-17,entregado,mobile,credito_tienda,México,2567716.44,0.28,1848755.84,ventas@retailtech.co,interno
PED-000435,CLI-00269,2024-04-13,2024-04-16,entregado,marketplace,tarjeta_credito,Ecuador,1863765.35,0.15,1584200.55,ventas@retailtech.co,interno
PED-000436,CLI-00240,2024-07-26,,enviado,web,tarjeta_credito,Chile,3332580.59,0.0,3332580.59,ventas@retailtech.co,interno
PED-000437,CLI-00185,2023-02-11,2023-02-20,entregado,tienda_fisica,transferencia,Colombia,1315849.06,0.0,1315849.06,ventas@retailtech.co,interno
PED-000438,CLI-00175,2023-05-26,2023-06-08,entregado,mobile,PSE,Ecuador,194062.39,0.0,194062.39,ventas@retailtech.co,interno
PED-000439,CLI-00189,2023-05-06,2023-05-15,entregado,marketplace,efectivo,Perú,3049732.21,0.0,3049732.21,ventas@retailtech.co,interno
PED-000440,CLI-00264,2024-09-12,2024-09-15,entregado,mobile,efectivo,Colombia,1626753.17,0.15,1382740.19,ventas@retailtech.co,interno
PED-000441,CLI-00030,2024-11-11,2024-11-21,entregado,marketplace,efectivo,Ecuador,834057.43,0.0,834057.43,ventas@retailtech.co,interno
PED-000442,CLI-00077,2023-06-19,,enviado,web,PSE,Argentina,2791651.77,0.17,2317070.97,ventas@retailtech.co,interno
PED-000443,CLI-00013,2023-02-24,2023-03-06,entregado,web,credito_tienda,México,2633191.04,0.0,2633191.04,ventas@retailtech.co,interno
PED-000444,CLI-00262,2023-10-09,2023-10-22,devuelto,web,credito_tienda,Argentina,2908174.66,0.0,2908174.66,ventas@retailtech.co,interno
PED-000445,CLI-00109,2024-08-26,2024-08-27,entregado,marketplace,tarjeta_credito,Argentina,3270124.52,0.0,3270124.52,ventas@retailtech.co,interno
PED-000446,CLI-00089,2023-09-21,2023-09-23,entregado,mobile,efectivo,Colombia,370184.37,0.0,370184.37,ventas@retailtech.co,interno
PED-000447,CLI-00037,2024-02-22,,enviado,tienda_fisica,transferencia,Colombia,3364903.59,0.02,3297605.52,ventas@retailtech.co,interno
PED-000448,CLI-00074,2024-02-27,2024-03-13,entregado,web,PSE,México,1329908.23,0.0,1329908.23,ventas@retailtech.co,interno
PED-000449,CLI-00070,2024-08-23,2024-08-27,entregado,tienda_fisica,tarjeta_credito,Chile,2639555.18,0.0,2639555.18,ventas@retailtech.co,interno
PED-000450,CLI-00013,2024-02-21,2024-02-23,entregado,tienda_fisica,credito_tienda,Argentina,1441040.92,0.0,1441040.92,ventas@retailtech.co,interno
PED-000451,CLI-00239,2023-09-10,2023-09-23,entregado,marketplace,tarjeta_credito,Ecuador,2753619.3,0.0,2753619.3,ventas@retailtech.co,interno
PED-000452,CLI-00248,2023-05-26,2023-06-01,entregado,marketplace,tarjeta_credito,Colombia,609454.45,0.0,609454.45,ventas@retailtech.co,interno
PED-000247,CLI-00167,2024-09-27,,cancelado,tienda_fisica,transferencia,Chile,3402984.27,0.0,3402984.27,ventas@retailtech.co,interno
PED-000454,CLI-00045,2023-08-06,,cancelado,tienda_fisica,tarjeta_credito,Perú,1798391.27,0.0,1798391.27,ventas@retailtech.co,interno
PED-000455,CLI-00296,2023-05-24,2023-06-05,entregado,tienda_fisica,efectivo,Ecuador,996117.59,0.0,996117.59,ventas@retailtech.co,interno
PED-000456,CLI-00131,2024-12-25,2025-01-02,entregado,marketplace,credito_tienda,Chile,2326412.67,0.0,2326412.67,ventas@retailtech.co,interno
PED-000457,CLI-00004,2024-12-09,,pendiente,web,PSE,Perú,3229845.79,0.0,3229845.79,ventas@retailtech.co,interno
PED-000458,CLI-00050,2024-12-14,2024-12-26,entregado,web,transferencia,Ecuador,1389949.01,0.0,1389949.01,ventas@retailtech.co,interno
PED-000459,CLI-00007,2024-01-21,,enviado,web,transferencia,Chile,640723.56,0.11,570243.97,ventas@retailtech.co,interno
PED-000460,CLI-00214,2024-03-31,2024-04-01,devuelto,mobile,tarjeta_credito,Argentina,93741.3,0.0,93741.3,ventas@retailtech.co,interno
PED-000461,CLI-00131,2023-08-15,2023-08-19,entregado,web,PSE,Ecuador,152866.25,0.29,108535.04,ventas@retailtech.co,interno
PED-000462,CLI-00106,2023-10-12,2023-10-22,entregado,web,credito_tienda,México,617407.91,0.0,617407.91,ventas@retailtech.co,interno
PED-000463,CLI-00168,2023-05-11,2023-05-16,entregado,mobile,tarjeta_credito,Ecuador,3086485.75,0.26,2283999.46,ventas@retailtech.co,interno
PED-000464,CLI-00034,2024-09-21,2024-09-26,entregado,tienda_fisica,transferencia,Perú,31793.5,0.26,23527.19,ventas@retailtech.co,interno
PED-000465,CLI-00139,2024-11-27,2024-12-06,entregado,web,efectivo,Perú,1281114.65,0.0,1281114.65,ventas@retailtech.co,interno
PED-000466,CLI-00016,2023-11-20,2023-11-21,entregado,mobile,transferencia,Colombia,1188102.71,0.0,1188102.71,ventas@retailtech.co,interno
PED-000467,CLI-00060,2023-07-21,,cancelado,web,transferencia,Perú,1105050.36,0.0,1105050.36,ventas@retailtech.co,interno
PED-000468,CLI-00280,2024-08-29,,cancelado,mobile,efectivo,Colombia,2945763.85,0.28,2120949.97,ventas@retailtech.co,interno
PED-000469,CLI-00059,2024-06-16,,cancelado,marketplace,credito_tienda,Colombia,2720729.41,0.28,1958925.18,ventas@retailtech.co,interno
PED-000470,CLI-00079,2023-03-04,,enviado,web,transferencia,Colombia,3118040.98,0.11,2775056.47,ventas@retailtech.co,interno
PED-000471,CLI-00180,2024-10-03,2024-10-10,entregado,marketplace,transferencia,Colombia,2379536.49,0.0,2379536.49,ventas@retailtech.co,interno
PED-000472,CLI-00275,2024-02-25,2024-02-29,entregado,marketplace,credito_tienda,Argentina,2193428.34,0.24,1667005.54,ventas@retailtech.co,interno
PED-000473,CLI-00118,2024-10-28,,enviado,web,tarjeta_credito,Colombia,1602916.75,0.23,1234245.9,ventas@retailtech.co,interno
PED-000474,CLI-00159,2023-03-11,2023-03-21,entregado,tienda_fisica,transferencia,Perú,2016912.16,0.06,1895897.43,ventas@retailtech.co,interno
PED-000475,CLI-00190,2024-03-31,2024-04-03,entregado,marketplace,credito_tienda,Ecuador,2794663.9,0.0,2794663.9,ventas@retailtech.co,interno
PED-000476,CLI-00206,2023-11-15,2023-11-25,entregado,tienda_fisica,efectivo,Colombia,537246.49,0.23,413679.8,ventas@retailtech.co,interno
PED-000477,CLI-00035,2024-11-04,2024-11-15,entregado,marketplace,efectivo,México,849921.06,0.0,849921.06,ventas@retailtech.co,interno
PED-000478,CLI-00281,2024-10-17,2024-11-01,devuelto,marketplace,credito_tienda,Ecuador,262703.12,0.0,262703.12,ventas@retailtech.co,interno
PED-000479,CLI-00268,2024-08-15,2024-08-25,entregado,web,transferencia,México,1479966.13,0.18,1213572.23,ventas@retailtech.co,interno
PED-000480,CLI-00147,2024-10-16,,cancelado,marketplace,efectivo,Ecuador,825202.19,0.0,825202.19,ventas@retailtech.co,interno
PED-000481,CLI-00070,2024-02-14,2024-02-17,entregado,mobile,efectivo,Perú,59375.02,0.0,59375.02,ventas@retailtech.co,interno
PED-000482,CLI-00175,2024-08-22,,enviado,mobile,PSE,Chile,3414199.73,0.11,3038637.76,ventas@retailtech.co,interno
PED-000483,CLI-00162,2023-12-14,2023-12-28,entregado,web,tarjeta_credito,Ecuador,645431.47,0.0,645431.47,ventas@retailtech.co,interno
PED-000484,CLI-00147,2024-11-01,,enviado,tienda_fisica,efectivo,Ecuador,3277996.51,0.03,3179656.61,ventas@retailtech.co,interno
PED-000485,CLI-00043,2024-06-23,,enviado,web,PSE,México,3088781.69,0.3,2162147.18,ventas@retailtech.co,interno
PED-000486,CLI-00152,2023-07-16,2023-07-25,entregado,web,credito_tienda,Argentina,1325537.17,0.0,1325537.17,ventas@retailtech.co,interno
PED-000487,CLI-00171,2024-07-02,,enviado,mobile,credito_tienda,Argentina,541270.04,0.0,541270.04,ventas@retailtech.co,interno
PED-000488,CLI-00102,2023-08-03,,cancelado,marketplace,credito_tienda,Chile,2773715.34,0.24,2108023.66,ventas@retailtech.co,interno
PED-000489,CLI-00291,2024-04-20,2024-04-23,entregado,marketplace,efectivo,Argentina,1324228.56,0.0,1324228.56,ventas@retailtech.co,interno
PED-000490,CLI-00145,2024-08-20,2024-08-31,entregado,marketplace,PSE,Chile,787853.83,0.0,787853.83,ventas@retailtech.co,interno
PED-000491,CLI-00054,2024-01-22,2024-02-01,entregado,mobile,tarjeta_credito,Chile,2952449.81,0.0,2952449.81,ventas@retailtech.co,interno
PED-000492,CLI-00250,2023-12-27,2023-12-31,entregado,marketplace,transferencia,Perú,1641754.56,0.0,1641754.56,ventas@retailtech.co,interno
PED-000493,CLI-00163,2024-05-24,2024-05-30,entregado,web,efectivo,Colombia,110895.73,0.0,110895.73,ventas@retailtech.co,interno
PED-000494,CLI-00141,2024-05-28,2024-06-06,entregado,web,tarjeta_credito,Colombia,296602.56,0.0,296602.56,ventas@retailtech.co,interno
PED-000495,CLI-00168,2024-07-13,2024-07-17,entregado,mobile,credito_tienda,México,2370997.95,0.0,2370997.95,ventas@retailtech.co,interno
PED-000496,CLI-00208,2024-07-10,2024-07-25,devuelto,marketplace,transferencia,Argentina,2701014.42,0.0,2701014.42,ventas@retailtech.co,interno
PED-000497,CLI-00141,2023-01-13,2023-01-21,entregado,mobile,PSE,Perú,3331423.77,0.3,2331996.64,ventas@retailtech.co,interno
PED-000498,CLI-00205,2024-08-24,2024-09-06,entregado,web,efectivo,México,1653865.7,0.0,1653865.7,ventas@retailtech.co,interno
PED-000499,CLI-00222,2024-12-15,2024-12-22,entregado,mobile,credito_tienda,México,1588652.48,0.0,1588652.48,ventas@retailtech.co,interno
PED-000500,CLI-00237,2023-01-10,2023-01-18,entregado,tienda_fisica,efectivo,Argentina,1205882.29,0.25,904411.72,ventas@retailtech.co,interno
PED-000501,CLI-00231,2023-02-02,,pendiente,marketplace,PSE,Perú,3335415.47,0.05,3168644.7,ventas@retailtech.co,interno
PED-000502,CLI-00267,2024-01-31,,enviado,tienda_fisica,tarjeta_credito,México,402518.29,0.0,402518.29,ventas@retailtech.co,interno
PED-000503,CLI-00017,2024-07-20,,enviado,mobile,PSE,Colombia,2897000.03,0.0,2897000.03,ventas@retailtech.co,interno
PED-000504,CLI-00045,2024-01-31,,cancelado,marketplace,tarjeta_credito,Chile,834812.01,0.0,834812.01,ventas@retailtech.co,interno
PED-000505,CLI-00246,2023-06-25,2023-07-01,entregado,marketplace,tarjeta_credito,Perú,570698.21,0.12,502214.42,ventas@retailtech.co,interno
PED-000506,CLI-00097,2023-07-31,2023-08-03,devuelto,tienda_fisica,credito_tienda,México,2867188.96,0.09,2609141.95,ventas@retailtech.co,interno
PED-000507,CLI-00042,2024-12-02,2024-12-10,entregado,marketplace,credito_tienda,México,50865.5,0.0,50865.5,ventas@retailtech.co,interno
PED-000508,CLI-00057,2024-08-05,2024-08-20,entregado,tienda_fisica,transferencia,Chile,1632866.7,0.0,1632866.7,ventas@retailtech.co,interno
PED-000509,CLI-00106,2024-12-29,2025-01-11,entregado,marketplace,PSE,México,2155270.6,0.0,2155270.6,ventas@retailtech.co,interno
PED-000510,CLI-00059,2024-03-18,,cancelado,marketplace,tarjeta_credito,México,3190145.01,0.0,3190145.01,ventas@retailtech.co,interno
PED-000511,CLI-00044,2023-06-11,,cancelado,mobile,transferencia,Perú,2207589.13,0.0,2207589.13,ventas@retailtech.co,interno
PED-000512,CLI-00197,2024-07-20,2024-07-22,devuelto,marketplace,transferencia,México,390655.35,0.02,382842.24,ventas@retailtech.co,interno
PED-000513,CLI-00272,2024-06-02,2024-06-03,entregado,marketplace,efectivo,Ecuador,279354.33,0.0,279354.33,ventas@retailtech.co,interno
PED-000514,CLI-00083,2023-07-19,2023-07-26,entregado,tienda_fisica,transferencia,Perú,895854.92,0.0,895854.92,ventas@retailtech.co,interno
PED-000515,CLI-00170,2023-03-26,2023-04-04,entregado,mobile,PSE,Colombia,1546089.69,0.21,1221410.86,ventas@retailtech.co,interno
PED-000516,CLI-00008,2023-07-01,2023-07-06,entregado,tienda_fisica,PSE,Perú,2601526.53,0.0,2601526.53,ventas@retailtech.co,interno
PED-000517,CLI-00031,2023-08-10,2023-08-22,entregado,web,transferencia,Ecuador,2370778.35,0.0,2370778.35,ventas@retailtech.co,interno
PED-000518,CLI-00154,2023-02-23,2023-03-05,entregado,tienda_fisica,PSE,México,2709123.69,0.0,2709123.69,ventas@retailtech.co,interno
PED-000519,CLI-00042,2024-03-07,,enviado,mobile,tarjeta_credito,Ecuador,75595.88,0.0,75595.88,ventas@retailtech.co,interno
PED-000520,CLI-00196,2023-06-21,,enviado,mobile,credito_tienda,México,1805937.85,0.0,1805937.85,ventas@retailtech.co,interno
PED-000521,CLI-00105,2024-02-09,2024-02-16,devuelto,web,transferencia,Ecuador,767885.45,0.0,767885.45,ventas@retailtech.co,interno
PED-000522,CLI-00219,2024-02-03,2024-02-07,entregado,web,tarjeta_credito,México,254406.59,0.0,254406.59,ventas@retailtech.co,interno
PED-000523,CLI-00104,2024-09-05,2024-09-13,entregado,tienda_fisica,tarjeta_credito,Argentina,1888230.82,0.03,1831583.9,ventas@retailtech.co,interno
PED-000524,CLI-00082,2024-10-08,2024-10-20,entregado,tienda_fisica,PSE,Ecuador,3237823.07,0.0,3237823.07,ventas@retailtech.co,interno
PED-000460,CLI-00226,2024-12-05,2024-12-11,entregado,mobile,credito_tienda,Argentina,259609.35,0.2,207687.48,ventas@retailtech.co,interno
PED-000526,CLI-00146,2023-01-14,2023-01-18,entregado,marketplace,PSE,Argentina,2662320.08,0.0,2662320.08,ventas@retailtech.co,interno
PED-000527,CLI-00126,2023-05-21,,enviado,web,PSE,Ecuador,1055736.19,0.0,1055736.19,ventas@retailtech.co,interno
PED-000528,CLI-00025,2024-03-30,2024-04-11,entregado,marketplace,efectivo,Colombia,1128446.85,0.04,1083308.98,ventas@retailtech.co,interno
PED-000529,CLI-00154,2023-12-06,2023-12-12,entregado,mobile,credito_tienda,Perú,1899108.34,0.0,1899108.34,ventas@retailtech.co,interno
PED-000530,CLI-00034,2023-07-07,2023-07-15,entregado,mobile,PSE,México,1733456.96,0.02,1698787.82,ventas@retailtech.co,interno
PED-000531,CLI-00297,2024-08-29,,enviado,web,transferencia,Ecuador,2788435.0,0.0,2788435.0,ventas@retailtech.co,interno
PED-000532,CLI-00185,2023-06-18,2023-06-30,entregado,tienda_fisica,credito_tienda,Perú,1498458.29,0.0,1498458.29,ventas@retailtech.co,interno
PED-000533,CLI-00224,2023-07-26,2023-07-31,devuelto,mobile,transferencia,Perú,3329770.84,0.14,2863602.92,ventas@retailtech.co,interno
PED-000534,CLI-00284,2024-09-16,2024-09-28,entregado,web,transferencia,Perú,566677.68,0.0,566677.68,ventas@retailtech.co,interno
PED-000535,CLI-00159,2023-11-04,,cancelado,marketplace,transferencia,Chile,555975.51,0.0,555975.51,ventas@retailtech.co,interno
PED-000536,CLI-00095,2024-01-20,2024-01-29,entregado,mobile,tarjeta_credito,Colombia,499880.81,0.02,489883.19,ventas@retailtech.co,interno
PED-000537,CLI-00222,2024-01-19,,cancelado,marketplace,transferencia,Chile,3241776.47,0.0,3241776.47,ventas@retailtech.co,interno
PED-000538,CLI-00228,2024-08-25,2024-08-27,entregado,mobile,PSE,Perú,159923.47,0.0,159923.47,ventas@retailtech.co,interno
PED-000539,CLI-00228,2023-12-23,2024-01-01,devuelto,marketplace,PSE,México,1304427.38,0.19,1056586.18,ventas@retailtech.co,interno
PED-000540,CLI-00269,2024-01-06,2024-01-17,entregado,mobile,efectivo,México,2338222.84,0.01,2314840.61,ventas@retailtech.co,interno
PED-000541,CLI-00227,2024-11-09,2024-11-23,entregado,marketplace,credito_tienda,Colombia,430638.99,0.0,430638.99,ventas@retailtech.co,interno
PED-000542,CLI-00184,2023-07-13,2023-07-28,entregado,marketplace,credito_tienda,Chile,2908379.74,0.0,2908379.74,ventas@retailtech.co,interno
PED-000543,CLI-00131,2023-04-02,2023-04-04,entregado,marketplace,efectivo,Colombia,1221765.02,0.23,940759.07,ventas@retailtech.co,interno
PED-000544,CLI-00244,2024-05-18,2024-05-19,devuelto,tienda_fisica,transferencia,México,2713759.13,0.0,2713759.13,ventas@retailtech.co,interno
PED-000545,CLI-00265,2023-07-10,,enviado,mobile,PSE,México,657395.55,0.06,617951.82,ventas@retailtech.co,interno
PED-000546,CLI-00260,2023-07-07,,enviado,web,PSE,Colombia,3440741.26,0.06,3234296.78,ventas@retailtech.co,interno
PED-000547,CLI-00282,2024-01-22,2024-01-24,entregado,marketplace,tarjeta_credito,Colombia,1213977.91,0.0,1213977.91,ventas@retailtech.co,interno
PED-000548,CLI-00006,2023-01-08,,enviado,marketplace,credito_tienda,Argentina,170461.22,0.24,129550.53,ventas@retailtech.co,interno
PED-000549,CLI-00203,2023-09-30,2023-10-15,devuelto,tienda_fisica,efectivo,Chile,2655267.94,0.0,2655267.94,ventas@retailtech.co,interno
PED-000550,CLI-00200,2024-01-05,,cancelado,web,tarjeta_credito,Perú,223914.37,0.11,199283.79,ventas@retailtech.co,interno
PED-000551,CLI-00171,2024-02-16,,cancelado,mobile,efectivo,Perú,507549.02,0.27,370510.78,ventas@retailtech.co,interno
PED-000552,CLI-00195,2024-11-05,2024-11-19,entregado,web,efectivo,Colombia,1460614.91,0.0,1460614.91,ventas@retailtech.co,interno
PED-000553,CLI-00052,2023-11-30,2023-12-11,devuelto,tienda_fisica,transferencia,Perú,2133501.48,0.0,2133501.48,ventas@retailtech.co,interno
PED-000554,CLI-00089,2024-12-17,2025-01-01,devuelto,web,PSE,Perú,1362383.44,0.0,1362383.44,ventas@retailtech.co,interno
PED-000555,CLI-00263,2023-11-05,2023-11-19,entregado,web,transferencia,Ecuador,3064880.57,0.16,2574499.68,ventas@retailtech.co,interno
PED-000556,CLI-00065,2023-09-07,2023-09-11,entregado,marketplace,tarjeta_credito,México,3306129.33,0.0,3306129.33,ventas@retailtech.co,interno
PED-000557,CLI-00281,2023-12-01,2023-12-16,devuelto,web,PSE,Argentina,999243.52,0.0,999243.52,ventas@retailtech.co,interno
PED-000558,CLI-00043,2024-05-18,2024-05-20,entregado,tienda_fisica,transferencia,Ecuador,802726.6,0.1,722453.94,ventas@retailtech.co,interno
PED-000559,CLI-00139,2024-01-26,2024-02-06,entregado,tienda_fisica,tarjeta_credito,Chile,3000090.02,0.17,2490074.72,ventas@retailtech.co,interno
PED-000560,CLI-00072,2023-04-02,,enviado,tienda_fisica,PSE,Chile,2082896.69,0.0,2082896.69,ventas@retailtech.co,interno
PED-000561,CLI-00229,2024-08-13,2024-08-25,devuelto,marketplace,efectivo,Chile,240050.15,0.0,240050.15,ventas@retailtech.co,interno
PED-000472,CLI-00192,2023-05-10,2023-05-19,entregado,mobile,efectivo,México,395386.08,0.18,324216.59,ventas@retailtech.co,interno
PED-000563,CLI-00022,2024-04-11,2024-04-14,entregado,tienda_fisica,efectivo,Argentina,2337093.7,0.04,2243609.95,ventas@retailtech.co,interno
PED-000564,CLI-00291,2023-05-07,2023-05-12,devuelto,tienda_fisica,transferencia,Colombia,1687032.55,0.21,1332755.71,ventas@retailtech.co,interno
